"2021 Inventory Report (Newly Acquired Materials)"
"Date Created:","Jun 06, 2021"
"Time Created:","2:32:27 PM"
Filters:,none
Search:,none
"Number of Newly Acquired Materials:",4445

"Accession Number",Barcode,"Call Number",Title,Author,Volume,Year,Edition,Publisher,"Publication Year","Circulation Type",Type,Status,Source,Location,"Last Year Inventoried"
BC-66887,UBULB0071627,Thesis,"Determinants of academic dishonesty among private high school students in Baguio City","Areola, Charis Faith Talavera",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66886,UBULB0071628,Thesis,"Musika ng pakikibaka : mga himig ng protesta noong rehimeng Marcos, 1965-1986","Arellano, Austine King Lapira",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66885,UBULB0071629,Thesis,"A comparative study of the demand and supply of apartments in San Vicente and Poblacion, Urdaneta City","Bauzon, Glenn Vincent Q.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66884,UBULB0071630,Thesis,"Reducing social media-induced body dissatisfaction among college students through the awareness of how much others selectively self-present on social media","Barrozo, Danielle Marixi C.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66883,UBULB0071631,Thesis,"Mechanization of agriculture : a case study on the impact in the corn production in the City of Ilagan, Isabela","Bulan, Zyka D.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66882,UBULB0071632,Thesis,"The Wright Institute : a history of the first public high school in Nueva Ecija, 1902-1910","Balmores, Rialeen Grace Velasco",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66881,UBULB0071633,Thesis,"The persistence and performance of the cantores (ritual chanters) practice in Maasin, Mangaldan, Pangasinan","Battung, Camille Leoj Cambobo",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66880,UBULB0071634,Thesis,"Salitang Paowin : a case study on language exclusivity in Cavinti, Laguna","Batle, Alyssa Aimee S.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66879,UBULB0071635,Thesis,"Religious pluralism and identity in the localization of Catholic culture in Mangaldan, Pangasinan, 1950-2000","Muyargas, Ma. Keanna Villafania",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66878,UBULB0071636,Thesis,"Foreign direct investments, employment and trade in the Philippines : 1997-2015","Milanes, Maria Lourdes V.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66877,UBULB0071637,Thesis,"The efficiency of Baguio City local government's tax system : examining the benefits and costs of its promotional taxation schemes before and after its implementation","Banasan, Brandon M.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66876,UBULB0071638,Thesis,"Effects of the 2008 global financial crisis on the electronics industry of the Philippines","Bajesta, Zermae Gem A.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66831,UBULB0071600,Thesis,"Marketing practices of intermediaries in La Trinidad Vegetable Trading Post, Farmers' Commodities and S.M.E. Center, and Puguis Realty Traders' Center","Igadna, Crony A.",0,0,,,2015,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66830,UBULB0071601,Thesis,"Foreign direct investments, corporate income tax rates and economic performance of Asia-Pacific countries : (2004-2014)","Amarille, Cristina R.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66829,UBULB0071602,Thesis,"Relating domestic migration rate to regional gross domestic product per capita growth rate : the case of the Philippines, 2000-2010","Martin, Maria Faith Z.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66828,UBULB0071603,Thesis,"The institutional transformation of Tarlac High School, 1902-1918","Morauda, Ana Cecilia S.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66827,UBULB0071604,Thesis,"Haan da kamin to koma malipatan : isang pagbabalik tanaw sa 66th Infantry Regiment, United States Army Forces in the Philippines, north Luzon","Ibe, Eva Marie C.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66826,UBULB0071605,Thesis,"Isang historikal na pag-aaral sa ugnayan ng pambansa-demokratiko at etnikong kamalayan sa Abra","Gonzales-Crisologo, Jennifer",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66825,UBULB0071606,Thesis,"The relationship of the business expectations survey (BES) data and the leading economic indicators data","Garcia, Jewelle O.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66824,UBULB0071607,Thesis,"Weberian bureaucracy : the effectiveness of water regulatory agencies in Baguio City","Galera, Neo Danica Jeniene G.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66823,UBULB0071608,Thesis,"&quot;Amputi layag&quot; : a symbol of resistance by the people of Binalatongan against Spanish rule","Magleo, Stephen Matthew A.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66822,UBULB0071609,Thesis,"Wages of public and private secondary teachers in Pangasinan","Meneses, Jenica Maye P.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66821,UBULB0071610,Thesis,"Exploring Americanization in Philippine society through komiks : Ang Mga Kabalbalan Ni Kenkoy, (1929-1934)","Manalastas, Maria Clarissa P.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66820,UBULB0071611,Thesis,"A performance evaluation of the Philippine banking system during the period 2005-2014","Mondala, Angelia R.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66819,UBULB0071612,Thesis,"Regalism and church-state relations, 1764-1776","Navarro, Wyncole Mabalda",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66818,UBULB0071613,Thesis,"A systems approach to the institutional history of Baguio Colleges, (1946-1972)","Laddaran, Cherie Marie Velez",0,0,,,2015,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66817,UBULB0071614,Thesis,"&quot;An assessment of the Iloko code as a language policy&quot;","Carillo, Rachelle Ann M.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66816,UBULB0071615,Thesis,"An exploratory study of pagpaparinig among college students","Libunao, Jasmine T.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66815,UBULB0071616,Thesis,"Facebook as perceived by UP Baguio students","Lubguban, Marlo Alpha T.",0,0,,,2015,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66814,UBULB0071617,Thesis,"Assessment of the competitiveness of Philippine labor in the European Union labor market from 2001 to 2010","Tuzon, Darvin Carl S.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66875,UBULB0071639,Thesis,"The allocation of college students' allowance : a study of attitude and behavior","Aritao, Nysa Lyn H.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66874,UBULB0071640,Thesis,"'Pagluluksa' : death rituals in San Aurelio, Balungao, Pangasinan","Acosta, Jessica Shaira May S.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66873,UBULB0071641,Thesis,"The determinants of foreign direct investment in the ASEAN6 countries, (2007-2010)","Sanchez, Anna Bianca S.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66872,UBULB0071642,Thesis,"Cost and benefit analysis of corporatization : the case of La Union Medical Center, 1994-2014","Piscasio, Emilyn S.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66871,UBULB0071643,Thesis,"Defying machismo : househusbands in Poblacion A, Camiling, Tarlac","Patricio, Katrina Cheliza",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66870,UBULB0071644,Thesis,"An analysis of the performance of public elementary schools in Cordillera Administrative Region in the National Achievement Test","Ponciano, Mark Aljen B.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66869,UBULB0071645,Thesis,"The provision of water catchment, cisterns and other storage facilities for water recycling in the city of Baguio","Cabello, Stephanie Mei Austria",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66868,UBULB0071646,Thesis,"&quot;Town formation and the role of the Augustinian missionaries : a local history of San Fernando City, La Union during the Spanish colonization of the Philippines, (1587-1850)&quot;","Quibin, Quinn G.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66867,UBULB0071647,Thesis,"Security policy of Magsaysay and the creation of Philippine Marines, (1950-1954)","Sison, Veronica Basilio",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66866,UBULB0071648,Thesis,"Bamboo industry as a field of application for local economic development in Abra","Amodo, Teresa Kristel B.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66865,UBULB0071649,Thesis,"The Philippines Commonwealth government and the national integration of minorities in Mindanao, 1935-1941","Abrigo, Jurekah Chene Samson",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66864,UBULB0071650,Thesis,"Economic impact analysis of the Irrigation Management Transfer (IMT) in Magat River Irrigation System (MARIIS) : Division I Santiago City, Isabela","Obra, Marc Ray S.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66863,UBULB0071651,Thesis,"Unveiling eskwelaan nen apo baket : an institutional history of the Holy Rosary Academy, 1947-2001","Vinuya, Miami Lenbel M.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66862,UBULB0071652,Thesis,"A case study on the status of 'Tina Sambal' in Iba, Zambales","Sandajan, Joyce Anne U.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66861,UBULB007153,Thesis,"Comparative assessment of the efficiency and performance of the Bangui windmills and the Agua Grande Mini-Hydroelectric Power Plant as producers of renewable energy in Ilocos Norte","Galapia, Wizan Mia S.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66860,UBULB0071654,Thesis,"A tale of two churches : the multi-functionality of the Spanish colonial churches of San Fernando and Bangar, La Union, (1898-1901)","Gonzales, Ariel Padilla",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66859,UBULB0071655,Thesis,"An analysis on the disaster risk reduction and management policy of Barangay San Miguel, Pasig City","Cosalan, Elijah Roland A.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66858,UBULB0071656,Thesis,"Rice prices and wages in the Philippines : 1990-2010","Consigna, Joshua Bonne A.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66857,UBULB0071657,Thesis,"An estimate on the cost of educating students with visual, hearing, or intellectual disability","Calumpad, Hillary Giana T.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66856,UBULB0071658,Thesis,"The Philippine rural banks during the Asian currency crisis and U.S. global financial crisis : a performance evaluation from 1997-2014","Nerona, Joanne Paulene O.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66855,UBULB0071659,Thesis,"Consumption behavior of UP Baguio students on clothing and apparel","Dacono, Talitha John P.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66854,UBULB0071660,Thesis,"Water-related diseases and poor households in Baguio City","Tabangin, Marilexis A.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66853,UBULB0071661,Thesis,"When clothes start to speak : a study of clothing in Bataan during the Japanese occupation, (1942-1945)","Torres, Perlie Ann R.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66852,UBULB0071662,Thesis,"A narrative history of Catholic culture and practices in San Carlos City, Pangasinan","Cabuang, Kristine Cauton",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66851,UBULN0071663,Thesis,"Typhoon Yolanda : the government's response in Tacloban City","Estrellanes, Alvin Vic Q.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66850,UBULB0071664,Thesis,"Social networks across the lifespan : a comparative study of selected married and single older people in Baguio City","Ferrer, Maan L.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66849,UBULB0071665,Thesis,"Babayas : revisiting marriage rituals in Dagdag, Demang, and Ambasing, Sagada, Mountain Province","Licong, Czyra Elisha Ong",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66848,UBULB0071666,Thesis,"Managtambal : a descriptive study on healing, changes, and persistence in Bugallon, Pangasinan","Bandao, Charlene B.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66847,UBULB0071667,Thesis,"A correlational study of the socioeconomic status and conspicuous consumption behavior of students in University of the Philippines Baguio","Chioco, Beatrix B.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66846,UBULB0071668,Thesis,"Cost and benefit analysis of the various modes of farming of rice planters in Floridablanca, Pampanga","Cabayao, Cristine B.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66845,UBULB0071669,Thesis,"A profitability analysis of automotive repair shops in Dagupan City","Cruz, Fatima Andrea S.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66844,UBULB0071670,Thesis,"On the verge : the state of the Isinay language as &quot;endangered&quot; in Bambang, Nueva Vizcaya","Casquejo, Rose Anne G.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66843,UBULB0071671,Thesis,"Biyaya ng Lupa : kasaysayang buhay ni Deogracias Manlapaz Duria ng Ilog Bulo, San Miguel, Bulacan, (1914-2004)","Duria, Jerski Jarzen Cajuigan",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66842,UBULB0071672,Thesis,"A comparative assessment of the financial performance of a Land Bank-assisted and a self-sustaining cooperative in Nueva Vizcaya","Castro, Kay Angelika M.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66841,UBULB0071673,Thesis,"The political in the environmental : the impact of U.S. bases in Subic Bay, 1945-1992","Zamora, Camille Anne",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66840,UBULB0071674,Thesis,"An economic case study on the call centers in Baguio City","Delica, Aireen R.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66839,UBULB0071675,Thesis,"An assessment of the costs and benefits of the mining operations of the Rio Tuba Nickel Mining Corporation in Bataraza, Palawan","Bonoan, Maria Angelica P.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66838,UBULB0071676,Thesis,"The Santo Domingo Church of Piat and the Itawes of Cagayan Valley, (1600-1898)","Morales, Kamill Ame",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66837,UBULB0071677,Thesis,"Baguio City's public primary and secondary education : an economic analysis of the backlog in its physical and human resources","Laxamana, Jonathan David L.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66836,UBULB0071678,Thesis,"Foreign aid and Philippine economic growth","Licang, Ken Ric A.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66835,UBULB0071679,Thesis,"&quot;The Bicolano identity as expressed in Pantomina dance of the Bicol Region in the 19th century&quot;","Leano, Marriane Nelle Djoy G.",0,0,,,2015,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66834,UBULB0071680,Thesis,"Bontoc women's Brigada : examining contributory factors to their effectiveness in community peacekeeping","Damian, Danielle Dominique S.A.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66833,UBULB0071681,Thesis,"Discovering the 'agenda' in propaganada : Japanese war films in the Philippines, 1942-45","Marawis, Korina Mae A.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66832,UBULB0071682,Thesis,"Pina-ing : the Tinguian religion and community","Favorito, Glonica Joyce C.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66912,UBULB0071584,Thesis,"The information technology-business process outsourcing (IT-BPO) industry and its effects on the Philippine economy, 2004-2013","Ferrer, Dylyn Grace F.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66911,UBULB0071585,Thesis,"Behind the ghost tales and the 'kanu' stories : the 15th (formerly Ablan Company and 121st) infantry guerrilla camp and its operations in Binerec Pasuquin Ilocos Norte during World War II, (1942-1945)","Valdez, Rodolfo Ian Benjamin II",0,0,,,2015,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66910,UBULB0071586,Thesis,"A study on financial sustainability and financial efficiency of Tulay sa Pag-unlad Inc.","Navarro, Lea Sheraine A.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66909,UBULB0071587,Thesis,"Bani in the midst of the dictatorship, 1972-1981 : a history of socioeconomic transformations of a town in Pangasinan","Navarro, Benjamin III V.",0,0,,,2015,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66908,UBULB0071588,Thesis,"Ritual persistence : the symbolic and agentic body in penitensya","Villafuerte, Maria Flora Angela Veronica G.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66907,UBULB0071589,Thesis,"Economic push and pull factors motivating lowland migration to Baguio City","Nacar, Donna Joy G.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66906,UBULB0071590,Thesis,"The Tayug uprising in 1931 : the state and the conditions for violence in a Pangasinan town of tenants","Flores, John Anthony A.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66905,UBULB0071591,Thesis,"Kalanghuga at tawas : an ethnography on the magluluop in Bambang, Baybayin and Timugan, Los Banos, Laguna","Dalit, Janier Gerome Ramones.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66904,UBULB0071592,Thesis,"Cultural identity and influence in the ritual economy of the Bontok and Kankana-ey of the Mountain Province, (1903-2004)","Fanged, Nicholai Adeban",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66903,UBULB0071593,Thesis,"Colonial depiction of Anacbanua in Pedro U. Sison's Korang Na Panaon, a Pangasinan zarzuela, 1901-1920","Erpelo, Ricky Quiroz",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66902,UBULB0071594,Thesis,"Ibaloy internet indigeneity","Francisco, Warren H.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66901,UBULB0071595,Thesis,"The consumption behaviour of households on organically produced vegetables in La Trinidad, Benguet","Daclan, Sherry Mae M.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66900,UBULB0071596,Thesis,"What makes them successful : assessing factors affecting the progress of 4Ps beneficiary in Quezon City","De Jesus, Karla Jane O.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66899,UBULB0071597,Thesis,"Potentials for higher productivity and profitability of Pangasinan salt industry","Manglicmot, Leony Zen V.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66898,UBULB0071598,Thesis,"American colonial health policies on the prevention of the spread of cholera in the province of Tarlac, 1902-1910","Dela Cruz, Annabelle F.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66897,UBULB0071599,Thesis,"The ego identity status and interpersonal relationships of adolescents-turned-parents in Baguio City","Dimapilis, Julie Anne B.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66945,UBULB0085395,Thesis,"The modern Adonis : the image of masculinity portrayed in Men's Health Philippines","Baldo, Princess O.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66944,UBULB0085396,Thesis,"Politics of romance : a content analysis of Wattpad's most read Filipino romance stories","Wayah, Marivic Abyadang",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66943,UBULB0085397,Thesis,"Randa : transforming Darna in the face of consumerism","Lagamia, Ina Vivien Alimario",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66942,UBULB0085398,Thesis,"A perceptual dialectology of Ilocano varieties in the province of Isabela","Ladera, Jewell Anne Velasco",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66941,UBULB0085399,Thesis,"Human blood in 2D art making : a material exploration","Maalihan, David Brianne M.",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66940,UBULB0085400,Thesis,"A study on the effectiveness of anti-drug advertisement campaigns and how it can help propose an alternative campaign solution against the use of illegal drugs","Dipasupil, Anton Gabriel Singson",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66939,UBULB0085387,Thesis,"Consistency of candidates' issue position : a textual analysis of the 2016 televised vice presidential debates","Aguilar, Justin Mae L.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66938,UBULB0085388,Thesis,"Realization of persuasion through language : an exploration of Tagalog modality","Fabia, Roni Mari Ferrer",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66937,UBULB0085389,Thesis,"Semantic analysis of euphemisms as manifested in Philippine television commercials from 2010-2015","Rayat, Justine Kyla Cambay",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66936,UBULB0085390,Thesis,"Culinary lexicons in northwestern Tarlac variety of Ilocano","Laranang, Jayson Rombaoa",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66935,UBULB0085391,Thesis,"Ang istruktura ng modernong Filipino : isang deskriptibong pagsusuri mula sa mga nobela ni Eros Atalia","Dukha, Kamille Kuizon",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66932,UBULB0085394,Thesis,"A lexical description of agricultural terms in the Sambal dialect of Sta. Cruz, Zambales","Pecson, Areya June Bauzon",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66933,UBULB0085393,Thesis,"Illustrating a children's book utilizing natural dyes from bluberries, strawberries and ube","Martinez, Veii Rehanne Laxa",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66931,UBULB0085384,Thesis,"Ligligan Parul : a documentation on the cultural roots of the Giant Lantern Festival of San Fernando Pampanga","Capati, Rachel Hannah Clemente",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66930,UBULB0085385,Thesis,"The implementation of mother tongue-based multilingual education in Tayug Central Elementary School, Tayug, Pangasinan","Lazarte, Lenie Ann Enrico",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66929,UBULB0085386,Thesis,"Affective meaning of the Ilocano particle ngarud","La Torre, Jason Frank Laranang",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66934,UBULB0085392,Thesis,"Assessment of the implementation of mother [tongue]-based multilingual education (MTB-MLE) in grade three pupils of Bauang North Central School","Galvez, Ma. Yssabella Paloma",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66928,UBULB0085364,Thesis,"Pelikula, politika : portrayal of the government in films produced during the Marcos and Aquino administrations","Sandico, Kathleen Dionisio",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66927,UBULB0085365,Thesis,"The relationship of &quot;friendzoning&quot; and non-verbal behaviours in a heterosexual platonic relationship","Suba, Paul Joshua Torda",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66926,UBULB0085366,Thesis,"The MTB-MLE in practice : the case of three schools in La Paz, Tarlac","Razon, Lea Sara Ibanez",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66925,UBULB0085367,Thesis,"Examine what you tolerate : a postcolonial rhetorical analysis of travel writers' accounts of the Philippines","Rentutar, Ronie Agrisola",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66924,UBULB0085368,Thesis,"The representation of the orphaned and adopted child in contemporary Philippine children's literature","Ico, Princess Precious Gem Dacdac",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66923,UBULB0085369,Thesis,"Ilocano lexicon of folk healing and divination : the case of Candon City","Baldos, Luis Antonio Gabaon",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66922,UBULB0071699,Thesis,"A contextual analysis on the modification of Ifugao Uggub and Bultung into negotiated identities","Ngitit, Ayra Lovelle Nadiahan",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66921,UBULB0071700,Thesis,"Homosexuality and spirituality : the religious discourse in Metropolitan Community Church Metro Baguio (MCC)","Abad, Iaxe G.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66920,UBULB0085360,Thesis,"Palanca Awards : ang political unconscious sa tatlong nobelang Pilipino mula 1980s-2000s","Pascual, Drissa Mae",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66919,UBULB0085361,Thesis,"The functions of language : the case of Sagada local government unit (LGU)","Pespes, Hazel Dangkiw",0,0,,,2016,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66918,UBULB0085362,Thesis,"An analysis on the organizational structure and culture of Tanghalang Bayan ng Kabataan sa Baguio","Bernardez, Karen Klien Pasayloon",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66917,UBULB0085363,Thesis,"The female body in Cordillera music videos","De Castro, Bea Alyssa Buenaventura",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66916,UBULB0071695,Thesis,"Do mothers know best? : a study on the influence of TV ads on the food purchasing decisions of mothers for their children in Baguio City","Acosta, Ma. Angela G.",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
BC-66915,UBULB0071696,Thesis,"Kathniel sensation : a study on how myths in movies featuring Kathniel love team converge with teenagers' perception on love and courtship","Cabanting, Gregorio Sarmiento",0,0,,,0,"Thesis - Room Use Only",Thesis,"On Shelf",,"Main Library",0
